GEMS_Station_Number,Sample_Date,Sample_Time,Depth,Parameter_Code,Analysis_Method_Code,Value,Unit,Data_Quality
DEU01620,11/5/2012,8:00,0,DIMETHOATE,0,0.003,µg/l,Fair
DEU01620,11/5/2012,8:00,0,MALATHION,0,0.02,µg/l,Fair
DEU01620,11/5/2012,8:00,0,CHLORPYRIFOS,0,0.002,µg/l,Fair
DEU01620,11/5/2012,8:00,0,PHNH,0,0.003,µg/l,Fair
DEU01620,11/5/2012,8:00,0,BAP,0,0.003,µg/l,Fair
DEU01620,11/5/2012,8:00,0,FLAH,0,0.003,µg/l,Fair
DEU01620,9/10/2012,6:45,40,TEMP,0,4.9,°C,Fair
DEU01620,9/10/2012,6:45,40,TN,0,5.5,mg/l,Fair
DEU01620,9/10/2012,6:45,40,TP,0,0.0452,mg/l,Fair
DEU01620,9/10/2012,6:45,40,Cl-Tot,0,58.7,mg/l,Fair
DEU01620,9/10/2012,6:45,0,TEMP,0,19.4,°C,Fair
DEU01620,9/10/2012,7:15,0,4TOTPHL,0,0.015,µg/l,Fair
DEU01620,9/10/2012,7:15,0,DIMETHOATE,0,0.002,µg/l,Fair
DEU01620,9/10/2012,7:15,0,PCP,0,0.4,µg/l,Fair
DEU01620,7/9/2012,6:30,0,O2-Dis,0,9.79,mg/l,Fair
DEU01620,7/9/2012,6:30,0,TP,0,0.01,mg/l,Fair
DEU01620,7/9/2012,6:30,40,NH4N,0,0.013,mg/l,Fair
DEU01620,7/9/2012,6:30,40,TEMP,0,4.2,°C,Fair
DEU01620,7/9/2012,7:00,0,DIMETHOATE,0,0.002,µg/l,Fair
DEU01620,7/9/2012,7:00,0,GUTHION,0,0.02,µg/l,Fair
DEU01620,7/9/2012,7:00,0,DICHLORVOS,0,0.02,µg/l,Fair
DEU01620,7/9/2012,7:00,0,BZGHIPYL,0,0.0006,µg/l,Fair
DEU01620,7/9/2012,7:00,0,BZBFLA,0,0.003,µg/l,Fair
DEU01620,5/7/2012,6:30,40,SO4-Tot,0,54.3,mg/l,Fair
DEU01620,5/7/2012,6:30,40,NH4N,0,0.015,mg/l,Fair
DEU01620,5/7/2012,6:30,0,TP,0,0.0292,mg/l,Fair
DEU01620,5/7/2012,7:00,0,GUTHION,0,0.02,µg/l,Fair
DEU01620,5/7/2012,7:00,0,DICHLORVOS,0,0.02,µg/l,Fair
DEU01620,5/7/2012,7:00,0,CHLORFENVINPHOS,0,0.002,µg/l,Fair
DEU01620,5/7/2012,7:00,0,FLAH,0,0.003,µg/l,Fair
DEU01620,3/19/2012,7:30,40,TP,0,0.0473,mg/l,Fair
DEU01620,3/19/2012,7:30,40,TN,0,6.2,mg/l,Fair
DEU01620,3/19/2012,7:30,40,TRP,0,0.042,mg/l,Fair
DEU01620,3/19/2012,7:30,40,Cl-Tot,0,37.7,mg/l,Fair
DEU01620,3/19/2012,7:30,0,TP,0,0.0432,mg/l,Fair
DEU01620,3/19/2012,7:30,0,NH4N,0,0.171,mg/l,Fair
DEU01620,3/19/2012,7:30,0,TRP,0,0.024,mg/l,Fair
DEU01620,3/19/2012,8:00,0,DIMETHOATE,0,0.002,µg/l,Fair
DEU01620,3/19/2012,8:00,0,PHNH,0,0.003,µg/l,Fair
DEU01620,3/19/2012,8:00,0,FLAH,0,0.003,µg/l,Fair
DEU01620,1/9/2012,9:15,0,NH4N,0,0.204,mg/l,Fair
DEU01620,1/9/2012,9:15,0,Cl-Tot,0,54.6,mg/l,Fair
DEU01620,11/7/2011,10:00,0,AMETRYN,0,0.01,µg/l,Fair
DEU01620,11/7/2011,10:00,0,24D,0,0.001,µg/l,Fair
DEU01620,11/7/2011,10:00,0,PROMETRYN,0,0.01,µg/l,Fair
DEU01620,11/7/2011,10:00,0,EDC,0,1,µg/l,Fair
DEU01620,9/12/2011,8:05,0,SO4-Tot,0,88.3,mg/l,Fair
DEU01620,9/12/2011,8:05,0,CCl4,0,0.006,µg/l,Fair
DEU01620,9/12/2011,8:05,0,LINURON,0,0.01,µg/l,Fair
DEU01620,9/12/2011,8:05,0,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,9/12/2011,8:05,0,MCPPACID,0,0.0095,µg/l,Fair
DEU01620,9/12/2011,8:05,0,NO3N,0,6.87,mg/l,Fair
DEU01620,7/11/2011,9:00,0,O2-Dis,0,11,mg/l,Fair
DEU01620,7/11/2011,9:00,0,TCMA,0,0.046,µg/l,Fair
DEU01620,7/11/2011,9:00,0,PCE,0,0.002,µg/l,Fair
DEU01620,7/11/2011,9:00,0,BENZENE,0,0.3,µg/l,Fair
DEU01620,7/11/2011,9:00,0,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,7/11/2011,9:00,0,MCPA,0,0.0034,µg/l,Fair
DEU01620,7/11/2011,9:00,0,MCPPACID,0,0.0067,µg/l,Fair
DEU01620,7/11/2011,9:00,0,NICOSULFURON,0,0.03,µg/l,Fair
DEU01620,5/9/2011,9:00,0,TCMA,0,0.055,µg/l,Fair
DEU01620,5/9/2011,9:00,0,CCl4,0,0.006,µg/l,Fair
DEU01620,5/9/2011,9:00,0,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,5/9/2011,9:00,0,24D,0,0.001,µg/l,Fair
DEU01620,5/9/2011,9:00,0,MCPA,0,0.001,µg/l,Fair
DEU01620,5/9/2011,9:00,0,24DP,0,0.001,µg/l,Fair
DEU01620,5/9/2011,9:00,0,BAP,0,0.003,µg/l,Fair
DEU01620,5/9/2011,9:00,0,ANTHRACENE,0,0.003,µg/l,Fair
DEU01620,5/8/2011,22:00,0,NH4N,0,0.01,mg/l,Fair
DEU01620,5/8/2011,22:00,0,TRP,0,0.024,mg/l,Fair
DEU01620,3/21/2011,7:50,0,TRP,0,0.0025,mg/l,Fair
DEU01620,3/21/2011,6:40,0,TEMP,0,4.1,°C,Fair
DEU01620,1/10/2011,10:00,0,NH4N,0,0.071,mg/l,Fair
DEU01620,1/10/2011,7:30,0,NO3N,0,4.84,mg/l,Fair
DEU01620,11/9/2009,8:00,0,O2-Dis,0,5.5,mg/l,Fair
DEU01620,11/9/2009,8:00,0,TP,0,0.035,mg/l,Fair
DEU01620,11/9/2009,8:00,0,SO4-Tot,0,67.5,mg/l,Fair
DEU01620,11/9/2009,8:00,40,NO3N,0,3.5,mg/l,Fair
DEU01620,9/21/2009,6:15,40,SO4-Tot,0,38.1,mg/l,Fair
DEU01620,9/21/2009,6:15,40,O2-Dis,0,2,mg/l,Fair
DEU01620,6/7/2009,22:00,0,O2-Dis,0,8.8,mg/l,Fair
DEU01620,6/7/2009,22:00,0,TEMP,0,15.9,°C,Fair
DEU01620,6/7/2009,22:00,0,TRP,0,0.01,mg/l,Fair
DEU01620,4/14/2009,6:30,40,Cl-Tot,0,57.5,mg/l,Fair
DEU01620,4/14/2009,6:30,40,NH4N,0,0.36,mg/l,Fair
DEU01620,4/14/2009,6:30,40,TRP,0,0.033,mg/l,Fair
DEU01620,4/14/2009,6:30,0,O2-Dis,0,16.2,mg/l,Fair
DEU01620,4/14/2009,6:30,0,TN,0,6.4,mg/l,Fair
DEU01620,4/14/2009,6:30,0,TEMP,0,13.4,°C,Fair
DEU01620,2/9/2009,9:20,0,TEMP,0,1.6,°C,Fair
DEU01620,8/4/2008,6:45,0,NO3N,0,4.11,mg/l,Fair
DEU01620,8/4/2008,6:45,0,TP,0,0.016,mg/l,Fair
DEU01620,6/2/2008,7:00,0,O2-Dis,0,8.5,mg/l,Fair
DEU01620,6/2/2008,7:00,0,NH4N,0,0.15,mg/l,Fair
DEU01620,6/2/2008,7:00,0,TN,0,6.1,mg/l,Fair
DEU01620,4/7/2008,7:45,0,Cl-Tot,0,45.2,mg/l,Fair
DEU01620,4/7/2008,7:45,0,TEMP,0,5.4,°C,Fair
DEU01620,3/10/2008,8:30,0,TEMP,0,6.7,°C,Fair
DEU01620,5/5/2008,7:30,0,NH4N,0,0.04,mg/l,Fair
DEU01620,5/5/2008,7:30,0,NO3N,0,3.46,mg/l,Fair
DEU01620,7/7/2008,7:15,0,Cl-Tot,0,45,mg/l,Fair
DEU01620,7/7/2008,7:15,0,SO4-Tot,0,52.8,mg/l,Fair
DEU01620,7/7/2008,7:15,0,O2-Dis,0,11.3,mg/l,Fair
DEU01620,11/3/2008,8:05,0,TRP,0,0.01,mg/l,Fair
DEU01620,1/5/2009,10:00,0,TEMP,0,1,°C,Fair
DEU01620,1/5/2009,10:00,0,TN,0,5.9,mg/l,Fair
DEU01620,5/11/2009,7:30,0,NH4N,0,0.03,mg/l,Fair
DEU01620,5/11/2009,7:30,0,pH,0,9.33,---,Fair
DEU01620,5/11/2009,7:30,0,TEMP,0,15.1,°C,Fair
DEU01620,7/13/2009,7:00,0,SO4-Tot,0,81.8,mg/l,Fair
DEU01620,7/13/2009,7:00,0,TP,0,0.018,mg/l,Fair
DEU01620,7/13/2009,7:00,0,NH4N,0,0.07,mg/l,Fair
DEU01620,7/13/2009,7:00,0,TEMP,0,20,°C,Fair
DEU01620,7/13/2009,7:00,0,NO3N,0,4.99,mg/l,Fair
DEU01620,7/13/2009,7:00,40,TN,0,6.7,mg/l,Fair
DEU01620,7/13/2009,7:00,40,TEMP,0,5.9,°C,Fair
DEU01620,7/13/2009,7:00,40,Cl-Tot,0,55.4,mg/l,Fair
DEU01620,9/7/2009,6:45,40,O2-Dis,0,2.7,mg/l,Fair
DEU01620,10/12/2009,6:30,0,NH4N,0,0.02,mg/l,Fair
DEU01620,10/12/2009,6:30,0,TP,0,0.017,mg/l,Fair
DEU01620,10/12/2009,6:30,40,SO4-Tot,0,38.7,mg/l,Fair
DEU01620,10/12/2009,6:30,40,pH,0,7.32,---,Fair
DEU01620,12/7/2009,8:00,0,BOD,0,1,mg/l,Fair
DEU01620,12/7/2009,8:00,0,SO4-Tot,0,72.7,mg/l,Fair
DEU01620,11/8/2010,7:30,0,TP,0,0.068,mg/l,Fair
DEU01620,4/11/2011,9:00,0,NO3N,0,5.05,mg/l,Fair
DEU01620,4/11/2011,9:00,0,BROMOXYNIL,0,0.001,µg/l,Fair
DEU01620,4/11/2011,9:00,0,ANTHRACENE,0,0.003,µg/l,Fair
DEU01620,4/11/2011,9:00,0,BAP,0,0.003,µg/l,Fair
DEU01620,4/11/2011,9:00,0,BZGHIPYL,0,0.0006,µg/l,Fair
DEU01620,4/11/2011,9:00,0,BZBFLA,0,0.003,µg/l,Fair
DEU01620,4/11/2011,9:00,0,FLAH,0,0.003,µg/l,Fair
DEU01620,4/11/2011,9:00,0,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,4/11/2011,9:00,0,24D,0,0.001,µg/l,Fair
DEU01620,4/11/2011,9:00,0,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,4/11/2011,9:00,0,METOLACHOR,0,0.01,µg/l,Fair
DEU01620,4/11/2011,9:00,0,TERBUTRYN,0,0.01,µg/l,Fair
DEU01620,4/11/2011,9:00,0,LINURON,0,0.01,µg/l,Fair
DEU01620,4/11/2011,9:00,0,TRP,0,0.04,mg/l,Fair
DEU01620,6/6/2011,8:30,0,Cl-Tot,0,50.1,mg/l,Fair
DEU01620,6/6/2011,8:30,0,DCMU,0,0.01,µg/l,Fair
DEU01620,6/6/2011,8:30,0,PROMETRYN,0,0.01,µg/l,Fair
DEU01620,6/6/2011,8:30,0,TERBUTHYLAZINE,0,0.01,µg/l,Fair
DEU01620,6/6/2011,8:30,0,24DP,0,0.0014,µg/l,Fair
DEU01620,6/6/2011,8:30,0,MCPPACID,0,0.005,µg/l,Fair
DEU01620,6/6/2011,8:30,0,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,6/5/2011,22:00,0,pH,0,7.61,---,Fair
DEU01620,8/8/2011,9:00,0,BZGHIPYL,0,0.0006,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,24DP,0,0.0024,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,MCPA,0,0.001,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,SIMAZINE,0,0.01,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,ATRAZINE,0,0.011,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,DCMU,0,0.01,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,PARATHION,0,0.005,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,BENZENE,0,0.3,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,TCMA,0,0.0089,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,SO4-Tot,0,68.2,mg/l,Fair
DEU01620,5/14/2017,22:00,23.3,Tl-Dis,0,0.0001,mg/l,Fair
DEU01620,5/14/2017,22:00,23.3,Ag-Tot,0,0.005,µg/l,Fair
DEU01620,5/14/2017,22:00,23.3,TN,0,6.6,mg/l,Fair
DEU01620,5/14/2017,22:00,0,O2-Dis,0,13.1,mg/l,Fair
DEU01620,5/14/2017,22:00,45,TEMP,0,3.6,°C,Fair
DEU01620,5/14/2017,22:00,15,pH,0,7.82,---,Fair
DEU01620,5/14/2017,22:00,40,TRP,0,0.048,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,DDT,0,0.0006,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,CHLORPYRIFOS,0,0.001,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,FLAH,0,0.00054,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,AMETRYN,0,0.01,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,ALACHLOR,0,0.0003,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,HCB,0,4.00E-05,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,BENZENE,0,0.3,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,CCl4,0,0.005,µg/l,Fair
DEU01620,7/16/2017,22:00,23.3,SO4-Tot,0,73.3,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,NO2N,0,0.024,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,NO3N,0,6.29,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Se-Dis,0,0.0005,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Pb-Tot,0,0.0005,mg/l,Fair
DEU01620,7/16/2017,22:00,23.3,Tl-Dis,0,0.0001,mg/l,Fair
DEU01620,7/16/2017,22:00,45,TN,0,5.9,mg/l,Fair
DEU01620,7/16/2017,22:00,40,TRP,0,0.05,mg/l,Fair
DEU01620,7/16/2017,22:00,2,TRP,0,0.01,mg/l,Fair
DEU01620,9/10/2017,22:00,2,TEMP,0,18.2,°C,Fair
DEU01620,9/10/2017,22:00,20,NH4N,0,0.01,mg/l,Fair
DEU01620,9/10/2017,22:00,30,O2-Dis,0,5.19,mg/l,Fair
DEU01620,9/10/2017,22:00,45,pH,0,6.1,---,Fair
DEU01620,9/10/2017,22:00,23.3,4NNPHLBRA,0,0.3,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,DICHLORVOS,0,0.0003,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,DIFLUFENICAN,0,0.005,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,BROMOXYNIL,0,0.001,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,FLAH,0,0.0003,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,24D,0,0.001,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,TERBUTRYN,0,0.01,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,44DDT,0,0.0003,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,ALACHLOR,0,0.0003,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,PCE,0,0.005,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,CCl4,0,0.005,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Cl-Tot,0,72.7,mg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Se-Dis,0,0.0005,mg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Cd-Dis,0,0.15,µg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Pb-Dis,0,0.0005,mg/l,Fair
DEU01620,9/10/2017,22:00,23.3,Tl-Tot,0,0.0001,mg/l,Fair
DEU01620,11/12/2017,23:00,0,NO3N,0,4.28,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,Se-Tot,0,0.0005,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,Pb-Tot,0,0.0005,mg/l,Fair
DEU01620,11/12/2017,23:00,23.3,44DDT,0,0.0003,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,PROMETRYN,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,AMETRYN,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,BZGHIPYL,0,0.0005,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,PHNH,0,0.001,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,IMIDACLOPRID,0,0.025,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,TRIFLURALIN,0,0.01,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,CHLORFENVINPHOS,0,0.001,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,GUTHION,0,0.02,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,DIMETHOATE,0,0.001,µg/l,Fair
DEU01620,11/12/2017,23:00,23.3,PentaBDE,0,0.0001,µg/l,Fair
DEU01620,1/7/2018,23:00,0,TRP,0,0.044,mg/l,Fair
DEU01620,1/7/2018,23:00,0,TN,0,6.7,mg/l,Fair
DEU01620,3/4/2018,23:00,0,Cl-Tot,0,62.1,mg/l,Fair
DEU01620,3/4/2018,23:00,0,TN,0,7,mg/l,Fair
DEU01620,5/13/2018,22:00,5,TEMP,0,14.4,°C,Fair
DEU01620,5/13/2018,22:00,30,Cl-Tot,0,66.2,mg/l,Fair
DEU01620,5/13/2018,22:00,30,SO4-Tot,0,46.1,mg/l,Fair
DEU01620,5/13/2018,22:00,30,NO3N,0,6.234,mg/l,Fair
DEU01620,5/13/2018,22:00,45,TN,0,6.6,mg/l,Fair
DEU01620,5/13/2018,22:00,45,TEMP,0,3.8,°C,Fair
DEU01620,5/13/2018,22:00,0,Fe-Tot,0,0.048,mg/l,Fair
DEU01620,5/13/2018,22:00,0,Hg-Dis,0,0.01,µg/l,Fair
DEU01620,5/13/2018,22:00,0,Cd-Dis,0,0.121,µg/l,Fair
DEU01620,5/13/2018,22:00,0,Tl-Dis,0,0.0001,mg/l,Fair
DEU01620,5/13/2018,22:00,0,Tl-Tot,0,0.0001,mg/l,Fair
DEU01620,5/13/2018,22:00,0,SO4-Tot,0,46.3,mg/l,Fair
DEU01620,5/13/2018,22:00,0,Cl-Tot,0,64.7,mg/l,Fair
DEU01620,5/13/2018,22:00,0,CCl4,0,0.005,µg/l,Fair
DEU01620,5/13/2018,22:00,0,ALACHLOR,0,0.0003,µg/l,Fair
DEU01620,5/13/2018,22:00,0,ENDOSULFAN,0,0.0009,µg/l,Fair
DEU01620,5/13/2018,22:00,0,24D,0,0.0011,µg/l,Fair
DEU01620,5/13/2018,22:00,0,MCPA,0,0.0011,µg/l,Fair
DEU01620,5/13/2018,22:00,0,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,5/13/2018,22:00,0,PIRIMICARB,0,0.01,µg/l,Fair
DEU01620,5/13/2018,22:00,0,BZKFLA,0,0.0003,µg/l,Fair
DEU01620,5/13/2018,22:00,0,BAP,0,0.0001,µg/l,Fair
DEU01620,5/13/2018,22:00,0,CHLORFENVINPHOS,0,0.001,µg/l,Fair
DEU01620,5/13/2018,22:00,0,DIMPYLATE,0,0.001,µg/l,Fair
DEU01620,5/13/2018,22:00,0,DIMETHOATE,0,0.001,µg/l,Fair
DEU01620,5/13/2018,22:00,0,DDT,0,0.0006,µg/l,Fair
DEU01620,7/1/2018,22:00,30,O2-Dis,0,11.64,mg/l,Fair
DEU01620,7/1/2018,22:00,30,TEMP,0,4.4,°C,Fair
DEU01620,7/1/2018,22:00,30,TN,0,6.3,mg/l,Fair
DEU01620,7/1/2018,22:00,45,TN,0,6,mg/l,Fair
DEU01620,7/1/2018,22:00,45,NH4N,0,0.018,mg/l,Fair
DEU01620,7/1/2018,22:00,45,O2-Dis,0,8.41,mg/l,Fair
DEU01620,7/1/2018,22:00,0,HBCDD,0,0.0006,µg/l,Fair
DEU01620,7/1/2018,22:00,0,DIFLUFENICAN,0,0.005,µg/l,Fair
DEU01620,7/1/2018,22:00,0,FLUFENACET,0,0.005,µg/l,Fair
DEU01620,7/1/2018,22:00,0,ANTHRACENE,0,0.0005,µg/l,Fair
DEU01620,7/1/2018,22:00,0,24DP,0,0.001,µg/l,Fair
DEU01620,7/1/2018,22:00,0,ISOPROTURON,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,0,PROMETRYN,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,0,LINURON,0,0.01,µg/l,Fair
DEU01620,7/1/2018,22:00,0,PARATHION,0,0.0025,µg/l,Fair
DEU01620,7/1/2018,22:00,0,PCP,0,0.05,µg/l,Fair
DEU01620,7/1/2018,22:00,0,ALACHLOR,0,0.0003,µg/l,Fair
DEU01620,7/1/2018,22:00,0,HCB,0,4.00E-05,µg/l,Fair
DEU01620,7/1/2018,22:00,0,Cl-Tot,0,68.3,mg/l,Fair
DEU01620,7/1/2018,22:00,0,Pb-Tot,0,0.0005,mg/l,Fair
DEU01620,7/1/2018,22:00,0,Fe-Dis,0,0.031,mg/l,Fair
DEU01620,7/1/2018,22:00,0,Se-Tot,0,0.0005,mg/l,Fair
DEU01620,7/1/2018,22:00,0,Se-Dis,0,0.0005,mg/l,Fair
DEU01620,9/2/2018,22:00,0,HBCDD,0,0.0006,µg/l,Fair
DEU01620,9/2/2018,22:00,0,GUTHION,0,0.0025,µg/l,Fair
DEU01620,9/2/2018,22:00,0,DICHLORVOS,0,0.0003,µg/l,Fair
DEU01620,9/2/2018,22:00,0,DIMPYLATE,0,0.001,µg/l,Fair
DEU01620,9/2/2018,22:00,0,CHLORPYRIFOS,0,0.001,µg/l,Fair
DEU01620,9/2/2018,22:00,0,CHLORFENVINPHOS,0,0.001,µg/l,Fair
DEU01620,9/2/2018,22:00,0,PHNH,0,0.001,µg/l,Fair
DEU01620,9/2/2018,22:00,0,NPTH,0,0.11,µg/l,Fair
DEU01620,9/2/2018,22:00,0,FLAH,0,0.00064,µg/l,Fair
DEU01620,9/2/2018,22:00,0,PIRIMICARB,0,0.01,µg/l,Fair
DEU01620,9/2/2018,22:00,0,BENTAZON,0,0.003,µg/l,Fair
DEU01620,9/2/2018,22:00,0,MCPA,0,0.0026,µg/l,Fair
DEU01620,9/2/2018,22:00,0,PCP,0,0.05,µg/l,Fair
DEU01620,9/2/2018,22:00,0,ALACHLOR,0,0.0003,µg/l,Fair
DEU01620,9/2/2018,22:00,0,Pb-Tot,0,0.0005,mg/l,Fair
DEU01620,9/2/2018,22:00,0,Cd-Dis,0,0.136,µg/l,Fair
DEU01620,9/2/2018,22:00,0,Ni-Tot,0,0.00532,mg/l,Fair
DEU01620,9/2/2018,22:00,0,TN,0,5.3,mg/l,Fair
DEU01620,9/2/2018,22:00,0,NO2N,0,0.06,mg/l,Fair
DEU01620,9/2/2018,22:00,0,TRP,0,0.019,mg/l,Fair
DEU01620,9/2/2018,22:00,40,NO3N,0,5.185,mg/l,Fair
DEU01620,9/2/2018,22:00,40,SO4-Tot,0,49.2,mg/l,Fair
DEU01620,9/2/2018,22:00,30,pH,0,7.5,---,Fair
DEU01620,11/11/2018,23:00,2,O2-Dis,0,5.96,mg/l,Fair
DEU01620,4/2/2018,22:00,0,LINURON,0,0.01,µg/l,Fair
DEU01620,4/2/2018,22:00,0,TERBUTRYN,0,0.01,µg/l,Fair
DEU01620,4/2/2018,22:00,0,METOLACHOR,0,0.01,µg/l,Fair
DEU01620,4/2/2018,22:00,0,24D,0,0.001,µg/l,Fair
DEU01620,4/2/2018,22:00,0,HEXAZINONE,0,0.01,µg/l,Fair
DEU01620,4/2/2018,22:00,0,METRIBUZIN,0,0.05,µg/l,Fair
DEU01620,4/2/2018,22:00,0,BENTAZON,0,0.003,µg/l,Fair
DEU01620,4/2/2018,22:00,0,PIRIMICARB,0,0.01,µg/l,Fair
DEU01620,4/2/2018,22:00,0,IMIDACLOPRID,0,0.01,µg/l,Fair
DEU01620,4/2/2018,22:00,0,FLUFENACET,0,0.005,µg/l,Fair
DEU01620,4/2/2018,22:00,0,DICHLORVOS,0,0.0003,µg/l,Fair
DEU01620,4/2/2018,22:00,0,GUTHION,0,0.0025,µg/l,Fair
DEU01620,4/2/2018,22:00,0,DIMETHOATE,0,0.001,µg/l,Fair
DEU01620,4/2/2018,22:00,0,PFOS,0,0.00104,µg/l,Fair
DEU01620,2/4/2018,23:00,0,NH4N,0,0.077,mg/l,Fair
DEU01620,2/4/2018,23:00,0,pH,0,7.67,---,Fair
DEU01620,2/4/2018,23:00,0,TEMP,0,3.8,°C,Fair
DEU01620,12/10/2017,23:00,0,TN,0,5,mg/l,Fair
DEU01620,10/8/2017,22:00,23.3,HBCDD,0,0.0006,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,4NNPHLBRA,0,0.3,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,BHC,0,0.0003,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,DIMPYLATE,0,0.003,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,FLUFENACET,0,0.005,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,TRIFLURALIN,0,0.01,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,ANTHRACENE,0,0.0005,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,METRIBUZIN,0,0.05,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,MCPPACID,0,0.0048,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,24DP,0,0.0021,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,24D,0,0.0012,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,TERBUTRYN,0,0.01,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,BENZENE,0,0.3,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,HXCBDE,0,0.001,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,EDC,0,0.025,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,Tl-Dis,0,0.0001,mg/l,Fair
DEU01620,10/8/2017,22:00,23.3,Pb-Dis,0,0.0005,mg/l,Fair
DEU01620,10/8/2017,22:00,23.3,Ag-Dis,0,0.005,µg/l,Fair
DEU01620,10/8/2017,22:00,23.3,TN,0,5.2,mg/l,Fair
DEU01620,10/8/2017,22:00,0,SO4-Tot,0,103,mg/l,Fair
DEU01620,10/8/2017,22:00,0,TEMP,0,14.2,°C,Fair
DEU01620,10/8/2017,22:00,0,O2-Dis,0,6.1,mg/l,Fair
DEU01620,10/8/2017,22:00,45,TN,0,5,mg/l,Fair
DEU01620,8/13/2017,22:00,25,pH,0,6.99,---,Fair
DEU01620,8/13/2017,22:00,45,NO3N,0,5.65,mg/l,Fair
DEU01620,8/13/2017,22:00,2,NH4N,0,0.037,mg/l,Fair
DEU01620,8/13/2017,22:00,2,SO4-Tot,0,82.2,mg/l,Fair
DEU01620,8/13/2017,22:00,23.3,NO2N,0,0.049,mg/l,Fair
DEU01620,8/13/2017,22:00,23.3,Ni-Dis,0,0.005,mg/l,Fair
DEU01620,8/13/2017,22:00,23.3,Cd-Dis,0,0.134,µg/l,Fair
